"NCIt_code","synonyms_lower"
"C87669","vitamin b1 mononitrate"
"C87670","thiobutabarbital"
"C87670","5-ethyl-5-(1-methylpropyl)-2-thiobarbituric acid"
"C87670","5-ethyldihydro-5-(1-methylpropyl)-2-thioxo-4,6(1h,5h)-pyrimidinedione"
"C87670","5-sec-butyl-5-ethyl-2-thiobarbituric acid"
"C87670","5-sec-butyl-5-ethyl-2-thioxodihydropyrimidine-4,6(1h,5h)-dione"
"C87670","thibutabarbital"
"C87671","thiobutabarbital sodium"
"C87671","5-ethyl-5-(1-methylpropyl)-2-thiobarbituric acid, sodium salt"
"C87671","5-sec-butyl-5-ethyl-2-thiobarbituric acid, sodium salt"
"C87671","thibutabarbital sodium"
"C87672","flunitrazepam"
"C87672","2h-1,4-benzodiazepin-2-one, 5-(2-fluorophenyl)-1,3-dihydro-1-methyl-7-nitro-"
"C87672","5-(o-fluorophenyl)-1,3-dihydro-1-methyl-7-nitro-2h-1,4-benzodiazepin-2-one"
"C87672","n05cd03"
"C87672","ro 5-4200"
"C87673","lormetazepam"
"C87673","2h-1,4-benzodiazepin-2-one, 7-chloro-5-(2-chlorophenyl)-1,3-dihydro-3-hydroxy-1-methyl-"
"C87673","7-chloro-5-(2-chlorophenyl)-1,3-dihydro-3-hydroxy-1-methyl-2h-1,4-benzodiazepin-2-one"
"C87673","7-chloro-5-(o-chlorophenyl)-1,3-dihydro-3-hydroxy-1-methyl-2h-1,4-benzodiazepin-2-one"
"C87673","wy-4082"
"C87674","nitrazepam"
"C87674","1,3-dihydro-7-nitro-5-phenyl-2h-1,4-benzodiazepin-2-one"
"C87674","2h-1,4-benzodiazepin-2-one, 1,3-dihydro-7-nitro-5-phenyl-"
"C87674","n05cd02"
"C87674","ro 4-5360"
"C87674","ro 5-3059"
"C87675","nordazepam"
"C87675","7-chloro-1,3-dihydro-5-phenyl-2h-1,4-benzodiazepin-2-one"
"C87676","metiprenaline"
"C87676","alpha-((isopropylamino)methyl)vanillyl alcohol"
"C87677","ritobegron"
"C87677","(4-(2-(((1r,2s)-1-hydroxy-1-(4-hydroxyphenyl)propan-2-yl)amino)ethyl)-2,5-dimethylphenoxy)acetic acid"
"C87678","sulopenem etzadroxil"
"C87678","4-thia-1-azabicyclo(3.2.0)hept-2-ene-2-carboxylic acid, 6-((1r)-1-hydroxyethyl)-7-oxo-3-(((1r,3s)-tetrahydro-1-oxido-3-thienyl)thio)-, (2-ethyl-1-oxobutoxy)methyl ester, (5r,6s)-"
"C87678","methylene 2-ethylbutanoate (5r,6s)-6-((1r)-1-hydroxyethyl)-7-oxo-3-(((1r,3s)-1-oxotetrahydro-1h-1-lambda(sup 4)-thiophen-3-yl)sulfanyl)-4-thia-1-azabicyclo(3.2.0)hept-2-ene-2-carboxylate"
"C87679","sutilains"
"C87679","bax 1515"
"C87679","bacillus subtilis proteolytic enzymes"
"C87679","travase"
"C87680","glatiramer"
"C87681","paquinimod"
"C87681","n,5-diethyl-4-hydroxy-1-methyl-2-oxo-n-phenyl-1,2-dihydroquinoline-3-carboxamide"
"C87682","resatorvid"
"C87682","ethyl (6r)-6-((2-chloro-4-fluorophenyl)sulfamoyl)cyclohex-1-ene-1-carboxylate"
"C87683","mexafylline"
"C87683","3-(3-cyclohexen-1-ylmethyl)-1,8-dimethylxanthine"
"C87684","theobromine"
"C87684","3,7-dihydro-3,7-dimethyl-1h-purine-2,6-dione"
"C87684","3,7-dimethylxanthine"
"C87685","lercanidipine hydrochloride"
"C87685","3,5-pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, 2-((3,3-diphenylpropyl)methylamino)-1,1-dimethylethyl methyl ester, monohydrochloride"
"C87686","mibefradil"
"C87686","(1s,2s)-(2-((3-(2-benzimidazolyl)propyl)methylamino)ethyl)-6-fluoro-1,2,3,4-tetrahydro-1-isopropyl-2-naphthyl methoxyacetate"
"C87686","acetic acid, methoxy-, 2-(2-((3-(1h-benzimidazol-2-yl)propyl)methylamino)ethyl)-6-fluoro-1,2,3,4-tetrahydro-1-(1-methylethyl)-2-naphthalenyl ester, (1s-cis)-"
"C87687","mibefradil dihydrochloride"
"C87687","(1s,2s)-(2-((3-(2-benzimidazolyl)propyl)methylamino)ethyl)-6-fluoro-1,2,3,4-tetrahydro-1-isopropyl-2-naphthyl methoxyacetate, dihydrochloride"
"C87687","acetic acid, methoxy-, 2-(2-((3-(1h-benzimidazol-2-yl)propyl)methylamino)ethyl)-6-fluoro-1,2,3,4-tetrahydro-1-(1-methylethyl)-2-naphthalenyl ester, dihydrochloride, (1s-cis)-"
"C87687","ro 40-5967/001"
"C87688","meproscillarin"
"C87688","3beta-((6-deoxy-4-o-methyl-alpha-l-mannopyranosyl)oxy)-14-hydroxybufa-4,20,22-trienolide"
"C87689","simendan"
"C87689","mesoxalonitrile (+/-)-(p-(1,4,5,6-tetrahydro-4-methyl-6-oxo-3-pyridazinyl)phenyl)hydrazone"
"C87690","phytate sodium"
"C87690","myo-inositol, hexakis(dihydrogen phosphate), nonasodium salt"
"C87691","unithiol"
"C87691","2,3-dimercaptopropane-1-sulfonate sodium"
"C87691","sodium 2,3-dimercapto-1-propanesulfonate"
"C87691","sodium 2,3-dimercaptopropanesulfonate"
"C87691","unitiol"
"C87692","netazepide"
"C87692","1-((3r)-1-(3,3-dimethyl-2-oxobutyl)-2-oxo-5-(pyridin-2-yl)-2,3-dihydro-1h-1,4-benzodiazepin-3-yl)-3-(3-(methylamino)phenyl)urea"
"C87692","cholecystokinin b receptor antagonist yf476"
"C87692","sograzepide"
"C87692","yf-476"
"C87692","yf476"
"C87693","tazomeline"
"C87693","3-(4-(hexylthio)-1,2,5-thiadiazol-3-yl)-1,2,5,6-tetrahydro-1-methylpyridine"
"C87693","pyridine, 3-(4-(hexylthio)-1,2,5-thiadiazol-3-yl)-1,2,5,6-tetrahydro-1-methyl-"
"C87694","famiraprinium"
"C87694","6-amino-1-(3-carboxypropyl)-5-methyl-3-phenylpyridazinium"
"C87695","fencamfamin"
"C87695","2-ethylamino-3-phenylnorbornane"
"C87695","2-norbornanamine, n-ethyl-3-phenyl-"
"C87695","2-phenyl-3-ethylaminobicyclo(2.2.1)heptane"
"C87695","3-phenyl-n-ethyl-2-norbornanamine"
"C87695","bicyclo(2.2.1)heptan-2-amine, n-ethyl-3-phenyl-"
"C87695","fencamfamine"
"C87695","n06ba06"
"C87696","picrotin"
"C87697","vincamine"
"C87698","mivobulin"
"C87698","carbamic acid, (5-amino-1,2-dihydro-2-methyl-3-phenylpyrido(3,4-b)pyrazin-7-yl) ethyl ester, (s)-"
"C87698","ethyl (s)-5-amino-1,2-dihydro-2-methyl-3-phenylpyrido(3,4-b)pyrazine-7-carbamate"
"C87699","synthetic conjugated estrogens, a"
"C87699","cenestin"
"C87699","estrogens, conjugated synthetic a"
"C876","thioguanine"
"C876","2-amino 6mp"
"C876","2-amino-1,7-dihydro-6h-purine-6-thione"
"C876","2-amino-6-mercaptopurine"
"C876","2-amino-6-purinethiol"
"C876","2-aminopurin-6-thiol"
"C876","2-aminopurine-6(1h)-thione"
"C876","2-aminopurine-6-thiol"
"C876","2-aminopurine-6-thiol hemihydrate"
"C876","2-mercapto-6-aminopurine"
"C876","6 mercaptoguanine"
"C876","6 thioguanine"
"C876","6-amino-2-mercaptopurine"
"C876","6-mercapto-2-aminopurine"
"C876","6-mercaptoguanine"
"C876","6-tg"
"C876","6-thioguanine"
"C876","6h-purine-6-thione, 2-amino-1,7-dihydro- (9ci)"
"C876","bw 5071"
"C876","lanvis"
"C876","tabloid"
"C876","thioguanine hemihydrate"
"C876","thioguanine hydrate"
"C876","tioguanin"
"C876","tioguanine"
"C876","wr-1141"
"C876","wellcome u3b"
"C876","x 27"
"C87700","synthetic conjugated estrogens, b"
"C87700","estrogens, conjugated synthetic b"
"C87703","perflenapent"
"C87703","dodecafluoropentane"
"C87703","pentane, dodecafluoro-"
"C87703","perfluoropentane"
"C87704","histidine monohydrochloride"
"C87704","histidine hydrochloride"
"C87704","histidine hydrochloride, l-"
"C87704","histidine monohydrochloride anhydrous"
"C87704","l-histidine monohydrochloride"
"C87704","l-histidine, hydrochloride (1:1)"
"C87704","osmhydran ls 8453"
"C87704","p.p.a.a."
"C87704","photonyl"
"C87704","sunactyl ls 9610"
"C87705","trehalose"
"C87705","alpha,alpha-trehalose"
"C87705","alpha-d-glucopyranosyl-alpha-d-glucopyranoside"
"C87705","mushroom sugar"
"C87705","mycose"
"C87706","trehalose dihydrate"
"C87706","alpha, alpha-trehalose dihydrate"
"C87706","alpha-d-glucopyranosyl-alpha-d-glucopyranoside dihydrate"
"C87706","mycose dihydrate"
"C87707","oxprenoate"
"C87707","17-hydroxy-3-oxo-7alpha-propyl-17alpha-pregn-4-ene-21-carboxylate"
"C87707","pregn-4-ene-21-carboxylic acid, 17-hydroxy-3-oxo-7-propyl-,(7alpha,17alpha)-"
"C87708","xipamide"
"C87708","4-chloro-5-sulfamoyl-2',6'-salicyloxylidide"
"C87708","be-1293"
"C87708","benzamide, 5-(aminosulfonyl)-4-chloro-n-(2,6-dimethylphenyl)-2-hydroxy-"
"C87708","mjf 10,938"
"C87709","flupentixol decanoate"
"C87709","flupenthixol decanoate"
"C87710","metoclopramide hydrochloride anhydrous"
"C87710","4-amino-5-chloro-n-(2-(diethylamino)ethyl)-o-anisamide monohydrochloride"
"C87710","benzamide, 4-amino-5-chloro-n-(2-(diethylamino)ethyl)-2-methoxy-, monohydrochloride"
"C87711","oxypertine"
"C87711","1h-indole, 5,6-dimethoxy-2-methyl-3-(2-(4-phenyl-1-piperazinyl)ethyl)-"
"C87711","5,6-dimethoxy-2-methyl-3-(2-(4-phenyl-1-piperazinyl)ethyl)indole"
"C87711","win 18,501-2"
"C87712","pipotiazine palmitate"
"C87712","10-(3-(4-(2-hydroxyethyl)piperidino)propyl)-n,n-dimethylphenothiazine-2-sulfonamide palmitate (ester)"
"C87712","19552 rp"
"C87712","hexadecanoic acid, 2-(1-(3-(2-((dimethylamino)sulfonyl)-10h-phenothiazin-10-yl)propyl)-4-piperidinyl)ethyl ester"
"C87712","il-19552"
"C87712","rp 19552"
"C87713","sulpiride"
"C87713","benzamide, 5-(aminosulfonyl)-n-((1-ethyl-2-pyrrolidinyl)methyl)-2-methoxy-"
"C87713","n-((1-ethyl-2-pyrrolidinyl)methyl)-5-sulfamoyl-o-anisamide"
"C87713","n05al01"
"C87727","enrasentan"
"C87727","(1s,2r,3s)-3-(2-(2-hydroxyethoxy)-4-methoxyphenyl)-1-(3,4-(methylenedioxy)phenyl)-5-propoxy-2-indancarboxylic acid"
"C87728","macitentan"
"C87728","act-064992"
"C87728","actelion-1"
"C87728","n-(5-(4-bromophenyl)-6-(2-((5-bromopyrimidin-2-yl)oxi)ethoxy)pyrimidin-4-yl)-n'-propylsulfuric diamide"
"C87729","enalkiren"
"C87729","(alpha-s)-alpha-((alpha-s)-alpha-(3-amino-3-methylbutyramido)-p-methoxyhydrocinnamamido)-n-((1s,2r,3s)-1-(cyclohexylmethyl)-2,3-dihydroxy-5-methylhexyl)imidazole-4-propionamide"
"C87729","abbott-64662"
"C87729","l-histidinamide, n-(3-amino-3-methyl-1-oxobutyl)-o-methyl-l-tyrosyl-n-(1-(cyclohexylmethyl)-2,3-dihydroxy-5-methylhexyl)-, (1s-(1r*,2s*,3r*))-"
"C87730","human c1-esterase inhibitor"
"C87730","c1 inhibitor (human)"
"C87730","c1-esterase inhibitor, human"
"C87730","c1-inhibiting factor"
"C87730","plasma protease c1 inhibitor"
"C87731","ilepatril"
"C87731","(4s,7s,12br)-7-((2s)-2-(acetylsulfanyl)-3-methylbutanamido)-6-oxo-1,2,3,4,6,7,8,12b-octahydropyrido(2,1-a)(2)benzazepine-4-carboxylic acid"
"C87731","ave-7688"
"C87732","melinamide"
"C87732","n-(alpha-methylbenzyl)linoleamide"
"C87733","teglicar"
"C87733","(3r)-3-((tetradecylaminocarbonyl)amino)-4-(trimethylazaniumyl)butanoate"
"C87733","4-trimethylammonio-tdcab"
"C87734","pancrelipase amylase"
"C87734","amylase, pancreatic"
"C87735","velaglucerase alfa"
"C87735","ec 3.2.1.45"
"C87735","human glucosylceramidase (ec 3.2.1.45 or beta-glucocerebrosidase), glycoform alpha"
"C87736","picropodophyllin"
"C87736","axl1717"
"C87736","furo(3',4':6,7)naphtho(2,3-d)-1,3-dioxol-6(5ah)-one,5,8,8a,9-tetrahydro-9-hydroxy-5-(3,4,5-trimethoxyphenyl)-,(5r-(5-alpha,5a-alpha,8a-alpha,9-alpha))-"
"C87736","picropodophyllotoxin"
"C87738","lutrelin"
"C87738","luteinizing hormone-releasing factor (pig), 6-d-tryptophan-7-(n-methyl-l-leucine)-9-(n-ethyl-l-prolinamide)-10-deglycinamide-"
"C87739","lutrelin acetate"
"C87739","5-oxo-l-prolyl-l-histidyl-l-tryptophyl-l-seryl-l-tyrosyl-d-tryptophyl-n-methyl-l-leucyl-l-arginyl-n-ethyl-l-prolinamide monoacetate (salt)"
"C87739","luteinizing hormone-releasing factor (pig), 6-d-tryptophan-7-(n-methyl-l-leucine)-9-(n-ethyl-l-prolinamide)-10-deglycinamide-, monoacetate (salt)"
"C87740","haemophilus influenzae type b strain 20752 capsular polysaccharide tetanus toxoid conjugate antigen"
"C87740","haemophilus influenzae type b strain 20,752 capsular polysaccharide tetanus toxoid conjugate antigen"
"C87740","hiberix"
"C87741","factor ix complex"
"C87741","coagulation factor ix complex human"
"C87743","mefenidramium"
"C87743","(2-(diphenylmethoxy)ethyl)trimethylammonium"
"C87743","ethanaminium, 2-(diphenylmethoxy)-n,n,n-trimethyl-"
"C87744","napactadine"
"C87744","2-naphthaleneethanimidamide, n,n'-dimethyl-"
"C87744","n,n'-dimethyl-2-naphthaleneacetamidine"
"C87745","phenindamine"
"C87745","2,3,4,9-tetrahydro-2-methyl-9-phenyl-1h-indeno(2,1-c)pyridine"
"C87746","phenindamine tartrate"
"C87746","2,3,4,9-tetrahydro-2-methyl-9-phenyl-1h-indeno(2,1-c)pyridine tartrate"
"C87747","pirdonium"
"C87747","1,1-dimethyl-2-(((p-methyl-alpha-phenylbenzyl)oxy)methyl)piperidinium"
"C87748","tramazoline hydrochloride"
"C87748","1h-imidazol-2-amine, 4,5-dihydro-n-(5,6,7,8-tetrahydro-1-naphthalenyl)-, monohydrochloride"
"C87748","2-((5,6,7,8-tetrahydro-1-naphthyl)amino)-2-imidazoline monohydrochloride"
"C87749","xylometazoline"
"C87749","1h-imidazole, 2-((4-(1,1-dimethylethyl)-2,6-dimethylphenyl)methyl)-4,5-dihydro-"
"C87749","2-(4-tert-butyl-2,6-dimethylbenzyl)-2-imidazoline"
"C87750","2-phenylbutyric acid"
"C87750","2-phenylbutanoic acid"
"C87750","benzeneacetic acid, alpha-ethyl-"
"C87750","alpha-ethylphenylacetic acid"
"C87750","alpha-phenyl butyric acid"
"C87751","pitavastatin"
"C87751","(3r,5s,6e)-7-[2-cyclopropyl-4-(p-fluorophenyl)-3-quinolyl]-3,5-dihydroxy-6-heptenoic acid"
"C87751","itavastatin"
"C87752","pitavastatin calcium"
"C87752","itavastatin calcium"
"C87752","nk-104"
"C87754","monophosphoryl lipid a"
"C87754","3-deacylated monophosphoryl lipid a"
"C87754","3-o-desacyl-4'-monophosphoryl lipid a"
"C87754","mpl"
"C87754","mpla"
"C87755","prospidium"
"C87755","3,12-bis(3-chloro-2-hydroxypropyl)-3,12-diaza-6,9-diazoniadispiro(5.2.5.2)hexadecane"
"C87757","iobenguane"
"C87757","((3-iodophenyl)methyl)guanidine"
"C87757","3-iodobenzylguanidine"
"C87757","m-iodobenzylguanidine"
"C87757","mibg"
"C87757","metaiodobenzylguanidine"
"C87758","erythromycin oxime"
"C87758","9-hydroxyiminoerythromycin"
"C87758","erythromycin a oxime"
"C87758","erythromycin, 9-oxime"
"C87758","erythromycin-9-oxime"
"C87758","ru-28111"
"C87759","erythromycin phosphate"
"C87760","lexithromycin"
"C87760","erthromycin a 9-(o-methyloxime)"
"C87760","erythromycin 9-(o-methyloxime)"
"C87760","erythromycin methyloxime"
"C87760","erythromycin, 9-(o-methyloxime)"
"C87760","wy-48314"
"C87761","solimastat"
"C87761","(2s,3r)-3-((1s)-(2,2-dimethyl-1-(2-pyridylcarbamoyl)propyl)carbamoyl)-2-methoxy-5-methylhexanohydroxamic acid"
"C87761","bb-3644"
"C87761","butanediamide, n1-((1s)-2,2-dimethyl-1-((2-pyridinylamino)carbonyl)propyl)-n4-hydroxy-3-methoxy-2-(2-methylpropyl)-, (2r,3s)-"
"C87763","efungumab"
"C87763","immunoglobulin, anti-(candida heat-shock protein hsp 90) (human monoclonal hsp90mab fragment)"
"C87763","myc123"
"C87763","myc123a"
"C87763","myc123b"
"C87763","myc124"
"C87763","mycograb"
"C87764","fezakinumab"
"C87764","ilv-094"
"C87764","immunoglobulin g1, anti-(human interleukin 22) (human monoclonal heavy chain), disulfide with human monoclonal lambda-chain, dimer"
"C87764","immunoglobulin g1, anti-(human/macaca irus/rattus/mus musculus interleukin 22) (human monoclonal heavy chain), disulfide with human monoclonal lambda-chain, dimer"
"C87765","fontolizumab"
"C87765","huzaf"
"C87765","immunoglobulin g1, anti-(human interferon gamma) (human-mouse monoclonal huzaf gamma-1-chain), disulfide with human-mouse monoclonal huzaf light chain, dimer"
"C87766","golimumab"
"C87766","cnto 148"
"C87766","immunoglobulin g1, anti-(human tumor necrosis factor alpha) (human monoclonal cnto 148 gamma-1-chain), disulfide with human monoclonal cnto 148 kappa-chain, dimer"
"C87767","lebrikizumab"
"C87767","anti-il-13 humanized monoclonal antibody tnx-650"
"C87767","immunoglobulin g4, anti-(human interleukin 13) (human-mouse monoclonal milr1444a gamma-4-chain), disulfide with human-mouse monoclonal milr1444a kappa-chain, dimer"
"C87767","milr1444a"
"C87767","monoclonal antibody tnx-650"
"C87767","pro301444"
"C87767","tnx-650"
"C87768","teneliximab"
"C87768","bms-224819"
"C87768","immunoglobulin g1, anti-(human cd40 (antigen)) (human-mouse monoclonal chi220 gamma-1-chain), disulfide with human-mouse monoclonal chi220 light chain, dimer"
"C87769","traxoprodil"
"C87769","(alpha-s,beta-s)-4-hydroxy-alpha-(p-hydroxyphenyl)-beta-methyl-4-phenyl-1-piperidineethanol"
"C87769","1-piperidineethanol, 4-hydroxy-alpha-(4-hydroxyphenyl)-beta-methyl-4-phenyl-, (s-(r*,r*))-"
"C87770","picrotoxinin"
"C87772","moclobemide"
"C87772","benzamide, 4-chloro-n-(2-(4-morpholinyl)ethyl)-"
"C87772","p-chloro-n-(2-morpholinoethyl)benzamide"
"C87772","ro 11-1163/000"
"C87773","thrombin"
"C87773","thrombin bovine"
"C87774","ornipressin"
"C87774","8-l-ornithinevasopressin"
"C87774","8-ornithinevasopressin"
"C87774","cys-tyr-phe-gln-asn-cys-pro-orn-gly-nh2 (1-6 disulfide)"
"C87774","orn(8)-vasopressin"
"C87774","ornithine vasopressin"
"C87774","orpressin"
"C87774","por 8"
"C87774","por-8"
"C87794","coral snake (micrurus fulvius) immune globulin antivenin (equine)"
"C87794","coral snake antivenin"
"C87794","coral snake antivenom"
"C87794","coral snake antivenom (equine)"
"C87794","north american coral snake antivenin (equine)"
"C87794","north american coral snake antivenin (micrurus fulvius) (equine)"
"C877","thioinosine"
"C877","6-mercaptopurine ribonucleoside"
"C877","6-mercaptopurine riboside"
"C877","mercaptopurine riboside"
"C877","inosine, 6-thio"
"C877","ribosyl-6-mercaptopurine"
"C87837","telatinib mesylate"
"C87837","17-demethoxy-17-allylaminogeldanamycin mesylate"
"C878","recombinant human thrombopoietin"
"C878","megakaryocyte growth and development factor"
"C878","recombinant human tpo"
"C878","rhutpo"
"C878","rhtpo"
"C88036","clevidipine butyrate injectable emulsion"
"C88036","cleviprex"
"C88055","anti-cd19-car retroviral vector-transduced autologous t cells"
"C880","thymidine"
"C880","2'-deoxythymidine"
"C880","doxribtimine"
"C880","dthyd"
"C880","deoxythymidine"
"C880","tdr"
"C880","thymidin"
"C880","thymidine deoxyriboside"
"C880","dt"
"C88259","resiquimod topical gel"
"C88259","r848 gel"
"C88260","wt1 mrna-electroporated autologous dendritic cell vaccine"
"C88260","wilms tumor 1 mrna-electroporated autologous dendritic cell vaccine"
"C88261","ad5.sstr/tk.rgd"
"C88261","rgd-modified adenoviral vector encoding sstr/tk"
"C88262","sodium bicarbonate solution"
"C88263","fluorine f 18 fluoro furanyl norprogesterone"
"C88263","[18f]ffnp"
"C88264","c-visa bikdd:liposome"
"C88264","c-visa bikdd plasmid: dotap:cholesterol liposome-based nanoparticle"
"C88265","fluorine f 18 iso-1"
"C88265","[18f]iso-1"
"C88266","cd19car-cd3zeta-expressing autologous t lymphocytes"
"C88266","autologous cart-19:tcr cells"
"C88267","vegfr inhibitor krn951"
"C88267","krn951"
"C88267","n-{2-chloro-4-[(6,7-dimethoxy-4-quinolyl)oxy]phenyl}-n'-(5-methyl-3-isoxazolyl) urea hydrochloride monohydrate"
"C88268","agaricus blazei murill extract"
"C88269","high-selenium baker's yeast"
"C88270","omipalisib"
"C88270","benzenesulfonamide, 2,4-difluoro-n-(2-methoxy-5-(4-(4-pyridazinyl)-6-quinolinyl)-3-pyridinyl)-"
"C88270","gsk2126458"
"C88271","pdk1 inhibitor ar-12"
"C88271","ar-12"
"C88272","fgfr inhibitor azd4547"
"C88272","absk-091"
"C88272","absk091"
"C88272","azd4547"
"C88272","kb-74810"
"C88274","smac mimetic gdc-0152"
"C88274","gdc-0152"
"C88274","iap antagonist gdc-0152"
"C88275","thl-p"
"C88276","technetium tc-99m demobesin-4"
"C88276","99mtc demobesin-4"
"C88276","technetium tc 99m demobesin-4"
"C88277","lutetium lu 177-edotreotide"
"C88277","177lu-dotatoc"
"C88277","177lu-edo"
"C88277","177lu-edotreotide"
"C88277","lutetium lu177 edotreotide"
"C88277","lutetium 177lu-edotreotide"
"C88277","lutetium lu 177 dota-tyr3-octreotide"
"C88277","[177ludota]-toc"
"C88278","multikinase inhibitor sar103168"
"C88278","sar103168"
"C88279","mva-fcu1 tg4023"
"C88279","modified ankara virus-mediated suicide gene delivery vector tg4023"
"C88279","tg4023"
"C88280","irinotecan/p-glycoprotein inhibitor hm30181ak combination tablet"
"C88280","oratecan"
"C88281","necitumumab"
"C88281","anti-epidermal growth factor receptor monoclonal antibody imc-11f8"
"C88281","imc-11f8"
"C88281","immunoglobulin g1, anti-(human epidermal growth factor receptor (receptor tyrosine-protein kinase erbb-1, ec 2.7.10.1)); human monoclonal imc-11f8 gamma1 heavy chain (224-214')-disulfide with human monoclonal imc-11f8 kappa light chain, dimer (230- 230'':233-233'')-bisdisulfide"
"C88281","portrazza"
"C88282","antiperspirant cream f511"
"C88282","f511 cream"
"C88283","inebilizumab"
"C88283","medi-551"
"C88284","iodine i-124 fiau"
"C88284","124i-2-fluoro-2-deoxy-5-[124i]iodo-1beta-d-arabinofuranosyluracil"
"C88284","124i-fiau"
"C88284","fialuridine i-124"
"C88286","pegylated recombinant human arginase i bct-100"
"C88286","bct-100"
"C88286","rh-arg1-peg-5,000 mw"
"C88286","rhargipeg5000"
"C88287","anti-cd45 bc8 monoclonal antibody-streptavidin conjugate"
"C88287","anti-cd45 bc8 antibody-streptavidin fusion protein"
"C88287","bc8 scfv4sa fusion protein"
"C88288","zoster vaccine recombinant, adjuvanted"
"C88288","1437173a"
"C88288","gsk 1437173a"
"C88288","gsk1437173a"
"C88288","hz/su vaccine gsk 1437173a"
"C88288","herpes zoster subunit vaccine gsk 1437173a"
"C88288","herpes zoster vaccine 1437173a"
"C88288","recombinant varicella zoster virus glycoprotein e antigen"
"C88288","shingrix"
"C88289","pngvl4a-crt/e7(detox) dna vaccine"
"C88292","indium in 111 capromab pendetide"
"C88292","111-in capromab pendetide"
"C88292","indium in-111 capromab pendetide"
"C88293","fedratinib"
"C88293","benzenesulfonamide, n-(1,1-dimethylethyl)-3-((5-methyl-2-((4-(2-(1-pyrrolidinyl)ethoxy)phenyl)amino)-4-pyrimidinyl)amino)-"
"C88293","sar302503"
"C88293","tg101348"
"C88294","bimatoprost ophthalmic solution"
"C88295","birinapant"
"C88295","propanamide, n,n'-[(6,6'-difluoro[2,2'-bi-1h-indole]-3,3'-diyl)bis[methylene[(2r,4s)-4-hydroxy-2,1-pyrrolidinediyl][(1s)-1-ethyl-2-oxo-2,1-ethanediyl]]]bis[2-(methylamino)-,(2s,2's)-"
"C88295","tl32711"
"C88296","dalantercept"
"C88296","ace-041"
"C88296","alk1-fc fusion protein ace-041"
"C88296","activin receptor-like kinase 1 inhibitor ace-041"
"C88298","carvedilol phosphate extended-release capsule"
"C88298","coreg cr"
"C88299","ramosetron hydrochloride"
"C88299","(r)-5-((1-methyl-3-indolyl)carbonyl)-4,5,6,7-tetrahydro-1h-benzimidazole hydrochloride"
"C88299","nasea"
"C88299","ym-060"
"C88301","ang2/vegf-binding peptides-antibody fusion protein cvx-241"
"C88301","cvx-241"
"C88301","pf-05057459"
"C88302","infigratinib"
"C88302","3-(2,6-dichloro-3,5-dimethoxyphenyl)-1-(6-((4-(4-ethylpiperazin-1-yl)phenyl)amino)pyrimidin-4-yl)-1-methylurea"
"C88302","bgj-398"
"C88302","bgj398"
"C88303","pexidartinib"
"C88303","3-pyridinemethanamine, n-(5-((5-chloro-1h-pyrrolo(2,3-b)pyridin-3-yl)methyl)-2-pyridinyl)-6-(trifluoromethyl)-"
"C88303","cml-261"
"C88303","plx3397"
"C88304","tasisulam sodium"
"C88304","benzamide, n-[(5-bromo-2-thienyl)sulfonyl]-2,4-dichloro-, sodium salt"
"C88304","ly-573636.na"
"C88304","ly573636-sodium"
"C88305","quaternary ammonium polyethylenimine nanoparticles"
"C88305","qa-pei nanoparticles"
"C88307","anti-egfrviii immunotoxin mr1-1"
"C88307","mr1-1"
"C88307","mr1-1kdel"
"C88307","mr1scfvpe38kdel"
"C88308","plozalizumab"
"C88308","immunoglobulin g1, anti-(human cc chemokine receptor ccr2) (human-mus musculus monoclonal 1d9 heavy chain), disulfide with human-mus musculus monoclonal 1d9 kappa-chain, dimer"
"C88308","mln1202"
"C88308","anti-ccr2 monoclonal antibody mln1202"
"C88309","motixafortide"
"C88309","4f-benzoyl-tn14003"
"C88309","bkt140"
"C88309","bl-8040"
"C88309","n-(4-fluoro-benzoyl)-l-arginyl-l-arginyl-(l-3-(naphthyl)alanyl)-l-cysteinyl-l-tyrosyl-l-citrullinyl-l-lysyl-d-lysyl-l-prolyl-l-tyrosyl-l-arginyl-l-citrullinyl-l-cysteinyl-l-arginine amide,cyclic (4-13)-disulfide"
"C88309","tf 14016"
"C88310","allogeneic cmv/adv-specific cytotoxic t lymphocytes"
"C88311","momelotinib"
"C88311","cyt387"
"C88311","gs-0387"
"C88311","n-(cyanomethyl)-4-(2-((4-(morpholin-4-yl)phenyl)amino)pyrimidin-4-yl)benzamide"
"C88312","milciclib maleate"
"C88312","1h-pyrazolo(4,3-h)quinazoline-3-carboxamide, 4,5-dihydro-n,1,4,4-tetramethyl-8-((4-(4-methyl-1-piperazinyl)phenyl)amino)-, (2z)-2-butenedioate (1:1)"
"C88312","n,1,4,4-tetramethyl-8-[[4-(4-methylpiperazin-1-yl)phenyl]amino]-4,5-dihydro-1h-pyrazolo[4,3-h]quinazoline-3-carboxamide"
"C88312","pha-848125 ac"
"C88314","tepotinib"
"C88314","benzonitrile, 3-(1,6-dihydro-1-((3-(5-((1-methyl-4-piperidinyl)methoxy)-2-pyrimidinyl)phenyl)methyl)-6-oxo-3-pyridazinyl)-"
"C88314","emd 1214063"
"C88314","emd-1214063"
"C88314","emd1214063"
"C88314","msc2156119j"
"C88314","c-met inhibitor msc2156119j"
