"source_node","source_node_type","affected_gene","affected_gene_role","pathlength","link_product"
"C95206","treatment","SMAD3","TUMOUR SUPPRESSOR",3,0
"C95206","treatment","SMAD2","TUMOUR SUPPRESSOR",3,0
"C95206","treatment","AR","ONCOGENE",3,0
"C95206","treatment","MAPK1","ONCOGENE",2,0
"C95206","treatment","ERBB2","ONCOGENE",2,0
"C95206","treatment","PLCG1","ONCOGENE",3,0
"C95206","treatment","MAP2K1","ONCOGENE",3,0
"C95206","treatment","JAK3","ONCOGENE",3,0
"C95220","treatment","PLCB4","ONCOGENE",3,1
"C95220","treatment","GNAQ","ONCOGENE",2,-1
"C95220","treatment","GNA11","ONCOGENE",2,-1
"C95222","treatment","PIK3CA","ONCOGENE",3,-1
"C95222","treatment","PIK3CB","ONCOGENE",3,-1
"C95222","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,-1
"C95223","treatment","ABL1","ONCOGENE",1,-1
"C95223","treatment","PIK3CB","ONCOGENE",3,1
"C95223","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C95223","treatment","PIK3CA","ONCOGENE",3,1
"C95223","treatment","CBL","ONCOGENE",2,1
"C95223","treatment","CCND2","ONCOGENE",3,1
"C95223","treatment","PIM1","TUMOUR SUPPRESSOR",3,1
"C95223","treatment","CCND1","ONCOGENE",3,0
"C95223","treatment","MYC","ONCOGENE",3,1
"C95223","treatment","BCL2","ONCOGENE",3,1
"C95223","treatment","CCND3","ONCOGENE",3,1
"C95223","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C95223","treatment","SOCS1","TUMOUR SUPPRESSOR",3,1
"C95223","treatment","STAT6","ONCOGENE",3,0
"C95223","treatment","SOS1","ONCOGENE",3,1
"C95223","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C95223","treatment","PDGFRA","ONCOGENE",3,0
"C95223","treatment","PDGFRB","ONCOGENE",3,0
"C95223","treatment","FGFR1","ONCOGENE",3,0
"C95223","treatment","KIT","ONCOGENE",3,0
"C95223","treatment","NTRK1","ONCOGENE",3,0
"C95223","treatment","ERBB2","ONCOGENE",3,0
"C95223","treatment","MET","ONCOGENE",3,0
"C95223","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C95223","treatment","FGFR4","ONCOGENE",3,0
"C95223","treatment","EGFR","ONCOGENE",3,0
"C95223","treatment","FGFR2","ONCOGENE",3,0
"C95223","treatment","FGFR3","ONCOGENE",3,0
"C95223","treatment","FLT3","ONCOGENE",3,0
"C95223","treatment","KDR","ONCOGENE",3,0
"C95223","treatment","ERBB3","ONCOGENE",3,0
"C95223","treatment","RB1","TUMOUR SUPPRESSOR",2,0
"C95223","treatment","MYC","ONCOGENE",2,0
"C95223","treatment","CDK4","ONCOGENE",3,0
"C95223","treatment","BCR","ONCOGENE",1,-1
"C95225","treatment","MAPK1","ONCOGENE",2,0
"C95225","treatment","CDK4","ONCOGENE",3,0
"C95225","treatment","CCND1","ONCOGENE",3,0
"C95225","treatment","ESR1","ONCOGENE",3,0
"C95225","treatment","MYC","ONCOGENE",3,0
"C95225","treatment","RPS6KA3","TUMOUR SUPPRESSOR",3,0
"C95225","treatment","BCL2","ONCOGENE",3,0
"C95225","treatment","TSC2","TUMOUR SUPPRESSOR",3,0
"C95225","treatment","SMAD3","TUMOUR SUPPRESSOR",3,0
"C95225","treatment","SMAD2","TUMOUR SUPPRESSOR",3,0
"C95225","treatment","TSC1","TUMOUR SUPPRESSOR",3,0
"C95225","treatment","AR","ONCOGENE",3,0
"C95225","treatment","MAP2K1","ONCOGENE",1,-1
"C95225","treatment","TP53","TUMOUR SUPPRESSOR",3,0
"C95229","treatment","ABL1","ONCOGENE",1,-1
"C95229","treatment","PIK3CB","ONCOGENE",3,1
"C95229","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C95229","treatment","PIK3CA","ONCOGENE",3,1
"C95229","treatment","CBL","ONCOGENE",2,1
"C95229","treatment","CCND2","ONCOGENE",3,1
"C95229","treatment","PIM1","TUMOUR SUPPRESSOR",3,1
"C95229","treatment","CCND1","ONCOGENE",3,0
"C95229","treatment","MYC","ONCOGENE",3,1
"C95229","treatment","BCL2","ONCOGENE",3,1
"C95229","treatment","CCND3","ONCOGENE",3,1
"C95229","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C95229","treatment","SOCS1","TUMOUR SUPPRESSOR",3,1
"C95229","treatment","STAT6","ONCOGENE",3,0
"C95229","treatment","SOS1","ONCOGENE",3,1
"C95229","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C95229","treatment","PDGFRA","ONCOGENE",3,0
"C95229","treatment","PDGFRB","ONCOGENE",3,0
"C95229","treatment","FGFR1","ONCOGENE",3,0
"C95229","treatment","KIT","ONCOGENE",3,0
"C95229","treatment","NTRK1","ONCOGENE",3,0
"C95229","treatment","ERBB2","ONCOGENE",3,0
"C95229","treatment","MET","ONCOGENE",3,0
"C95229","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C95229","treatment","FGFR4","ONCOGENE",3,0
"C95229","treatment","EGFR","ONCOGENE",3,0
"C95229","treatment","FGFR2","ONCOGENE",3,0
"C95229","treatment","FGFR3","ONCOGENE",3,0
"C95229","treatment","FLT3","ONCOGENE",3,0
"C95229","treatment","KDR","ONCOGENE",3,0
"C95229","treatment","ERBB3","ONCOGENE",3,0
"C95229","treatment","RB1","TUMOUR SUPPRESSOR",2,0
"C95229","treatment","MYC","ONCOGENE",2,0
"C95229","treatment","CDK4","ONCOGENE",3,0
"C95229","treatment","BCR","ONCOGENE",1,-1
"C95230","treatment","ERBB3","ONCOGENE",2,-1
"C95230","treatment","PLCG1","ONCOGENE",3,1
"C95230","treatment","KDR","ONCOGENE",2,-1
"C95230","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,0
"C95230","treatment","PIK3CA","ONCOGENE",3,0
"C95230","treatment","PIK3CB","ONCOGENE",3,0
"C95230","treatment","PDGFRA","ONCOGENE",2,-1
"C95230","treatment","KRAS","ONCOGENE",3,0
"C95230","treatment","NRAS","ONCOGENE",3,0
"C95230","treatment","HRAS","ONCOGENE",3,0
"C95230","treatment","MAP2K1","ONCOGENE",3,1
"C95230","treatment","CTNNB1","ONCOGENE",3,1
"C95230","treatment","FGFR3","ONCOGENE",2,-1
"C95230","treatment","MET","ONCOGENE",2,-1
"C95230","treatment","FGFR2","ONCOGENE",2,-1
"C95230","treatment","ERBB4","TUMOUR SUPPRESSOR",2,-1
"C95230","treatment","FGFR1","ONCOGENE",2,-1
"C95230","treatment","PDGFRB","ONCOGENE",2,-1
"C95230","treatment","KIT","ONCOGENE",2,-1
"C95230","treatment","EGFR","ONCOGENE",2,-1
"C95230","treatment","JAK3","ONCOGENE",3,1
"C95230","treatment","MAPK1","ONCOGENE",3,0
"C95230","treatment","ERBB2","ONCOGENE",3,0
"C95230","treatment","EPHA2","TUMOUR SUPPRESSOR",2,-1
"C95230","treatment","NTRK3","ONCOGENE",2,-1
"C95230","treatment","ERBB2","ONCOGENE",2,-1
"C95230","treatment","RET","ONCOGENE",2,-1
"C95230","treatment","NTRK1","ONCOGENE",2,-1
"C95230","treatment","FLT3","ONCOGENE",2,-1
"C95230","treatment","FGFR4","ONCOGENE",2,-1
"C95275","treatment","NRAS","ONCOGENE",3,0
"C95275","treatment","KRAS","ONCOGENE",3,0
"C95275","treatment","RRAS2","ONCOGENE",3,0
"C95275","treatment","HRAS","ONCOGENE",3,0
"C95275","treatment","RHOA","ONCOGENE",3,0
"C95284","treatment","GNAS","ONCOGENE",2,-1
"C95321","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C95321","treatment","STAT6","ONCOGENE",3,-1
"C95321","treatment","PIK3CA","ONCOGENE",3,1
"C95321","treatment","PIK3CB","ONCOGENE",3,1
"C95321","treatment","PTPN11","ONCOGENE",3,1
"C95321","treatment","JAK3","ONCOGENE",3,1
"C95321","treatment","RELA","ONCOGENE",3,1
"C95321","treatment","NRAS","ONCOGENE",3,1
"C95321","treatment","KRAS","ONCOGENE",3,1
"C95321","treatment","HRAS","ONCOGENE",3,1
"C95321","treatment","IFNAR1","TUMOUR SUPPRESSOR",2,-1
"C95321","treatment","IFNGR1","TUMOUR SUPPRESSOR",2,-1
"C95321","treatment","IL6ST","ONCOGENE",2,-1
"C95321","treatment","IL7R","ONCOGENE",2,-1
"C95607","treatment","GNAS","ONCOGENE",2,1
"C95701","treatment","RB1","TUMOUR SUPPRESSOR",2,1
"C95701","treatment","MYC","ONCOGENE",3,1
"C95701","treatment","CCND1","ONCOGENE",2,0
"C95701","treatment","RB1","TUMOUR SUPPRESSOR",3,0
"C95701","treatment","CDK4","ONCOGENE",1,-1
"C95702","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,-1
"C95702","treatment","RAC1","ONCOGENE",3,1
"C95702","treatment","MTOR","ONCOGENE",3,1
"C95702","treatment","AKT1","ONCOGENE",3,0
"C95702","treatment","VAV1","ONCOGENE",3,0
"C95702","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,-1
"C95702","treatment","SOCS1","TUMOUR SUPPRESSOR",3,-1
"C95702","treatment","BCL2","ONCOGENE",3,-1
"C95702","treatment","CCND3","ONCOGENE",3,-1
"C95702","treatment","PIM1","TUMOUR SUPPRESSOR",3,-1
"C95702","treatment","MYC","ONCOGENE",3,-1
"C95702","treatment","CCND2","ONCOGENE",3,-1
"C95702","treatment","CCND1","ONCOGENE",3,-1
"C95702","treatment","STAT6","ONCOGENE",3,0
"C95702","treatment","STAT6","ONCOGENE",2,-1
"C95702","treatment","PIK3CA","ONCOGENE",2,-1
"C95702","treatment","PIK3CB","ONCOGENE",2,-1
"C95702","treatment","PTPN11","ONCOGENE",2,-1
"C95702","treatment","SOS1","ONCOGENE",3,-1
"C95702","treatment","MAPK1","ONCOGENE",3,0
"C95704","treatment","KDR","ONCOGENE",2,-1
"C95704","treatment","PLCG1","ONCOGENE",3,-1
"C95704","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,0
"C95704","treatment","PIK3CA","ONCOGENE",3,0
"C95704","treatment","PIK3CB","ONCOGENE",3,0
"C95704","treatment","ERBB3","ONCOGENE",2,-1
"C95704","treatment","KRAS","ONCOGENE",3,0
"C95704","treatment","HRAS","ONCOGENE",3,0
"C95704","treatment","NRAS","ONCOGENE",3,0
"C95704","treatment","MAP2K1","ONCOGENE",3,1
"C95704","treatment","CTNNB1","ONCOGENE",3,1
"C95704","treatment","EPHA2","TUMOUR SUPPRESSOR",2,-1
"C95704","treatment","ERBB2","ONCOGENE",2,-1
"C95704","treatment","JAK3","ONCOGENE",3,1
"C95704","treatment","MAPK1","ONCOGENE",3,0
"C95704","treatment","NTRK1","ONCOGENE",2,-1
"C95704","treatment","KIT","ONCOGENE",2,-1
"C95704","treatment","ERBB4","TUMOUR SUPPRESSOR",2,-1
"C95704","treatment","PDGFRB","ONCOGENE",2,-1
"C95704","treatment","FLT3","ONCOGENE",2,-1
"C95704","treatment","MET","ONCOGENE",2,-1
"C95704","treatment","EGFR","ONCOGENE",2,-1
"C95704","treatment","ERBB2","ONCOGENE",3,0
"C95704","treatment","FGFR4","ONCOGENE",2,-1
"C95704","treatment","FGFR3","ONCOGENE",2,-1
"C95704","treatment","FGFR1","ONCOGENE",2,-1
"C95704","treatment","PDGFRA","ONCOGENE",2,-1
"C95704","treatment","FGFR2","ONCOGENE",2,-1
"C95705","treatment","MAP3K1","TUMOUR SUPPRESSOR",3,0
"C95705","treatment","PAK2","ONCOGENE",3,0
"C95705","treatment","DCC","TUMOUR SUPPRESSOR",3,0
"C95708","treatment","MYD88","ONCOGENE",3,1
"C95712","treatment","KDR","ONCOGENE",2,-1
"C95712","treatment","PLCG1","ONCOGENE",3,-1
"C95712","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,0
"C95712","treatment","PIK3CA","ONCOGENE",3,0
"C95712","treatment","PIK3CB","ONCOGENE",3,0
"C95712","treatment","ERBB3","ONCOGENE",2,-1
"C95712","treatment","KRAS","ONCOGENE",3,0
"C95712","treatment","HRAS","ONCOGENE",3,0
"C95712","treatment","NRAS","ONCOGENE",3,0
"C95712","treatment","MAP2K1","ONCOGENE",3,1
"C95712","treatment","CTNNB1","ONCOGENE",3,1
"C95712","treatment","EPHA2","TUMOUR SUPPRESSOR",2,-1
"C95712","treatment","ERBB2","ONCOGENE",2,-1
"C95712","treatment","JAK3","ONCOGENE",3,1
"C95712","treatment","MAPK1","ONCOGENE",3,0
"C95712","treatment","NTRK1","ONCOGENE",2,-1
"C95712","treatment","KIT","ONCOGENE",2,-1
"C95712","treatment","ERBB4","TUMOUR SUPPRESSOR",2,-1
"C95712","treatment","PDGFRB","ONCOGENE",2,-1
"C95712","treatment","FLT3","ONCOGENE",2,-1
"C95712","treatment","MET","ONCOGENE",2,-1
"C95712","treatment","EGFR","ONCOGENE",2,-1
"C95712","treatment","ERBB2","ONCOGENE",3,0
"C95712","treatment","FGFR4","ONCOGENE",2,-1
"C95712","treatment","FGFR3","ONCOGENE",2,-1
"C95712","treatment","FGFR1","ONCOGENE",2,-1
"C95712","treatment","PDGFRA","ONCOGENE",2,-1
"C95712","treatment","FGFR2","ONCOGENE",2,-1
"C95714","treatment","GNAS","ONCOGENE",2,1
"C95719","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C95719","treatment","CCND1","ONCOGENE",3,1
"C95719","treatment","ERBB2","ONCOGENE",3,1
"C95719","treatment","MYC","ONCOGENE",3,1
"C95719","treatment","ERBB2","ONCOGENE",2,1
"C95719","treatment","PIK3CA","ONCOGENE",3,0
"C95719","treatment","PIK3CB","ONCOGENE",3,0
"C95719","treatment","PLCG1","ONCOGENE",3,1
"C95719","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,0
"C95719","treatment","MAP2K1","ONCOGENE",3,1
"C95719","treatment","JAK3","ONCOGENE",3,1
"C95719","treatment","CTNNB1","ONCOGENE",3,1
"C95719","treatment","MAPK1","ONCOGENE",3,0
"C95721","treatment","EGFR","ONCOGENE",3,-1
"C95721","treatment","EGFR","ONCOGENE",2,-1
"C95721","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,0
"C95721","treatment","JAK3","ONCOGENE",3,-1
"C95721","treatment","MAP2K1","ONCOGENE",3,-1
"C95721","treatment","HRAS","ONCOGENE",3,-1
"C95721","treatment","PIK3CB","ONCOGENE",3,0
"C95721","treatment","PLCG1","ONCOGENE",3,-1
"C95721","treatment","NRAS","ONCOGENE",3,-1
"C95721","treatment","KRAS","ONCOGENE",3,-1
"C95721","treatment","PIK3CA","ONCOGENE",3,0
"C95721","treatment","CTNNB1","ONCOGENE",3,1
"C95721","treatment","MAPK1","ONCOGENE",3,0
"C95721","treatment","ERBB2","ONCOGENE",3,0
"C95723","treatment","AKT1","ONCOGENE",3,0
"C95723","treatment","PIK3CA","ONCOGENE",3,1
"C95723","treatment","PIK3CB","ONCOGENE",3,1
"C95723","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C95723","treatment","AKT1","ONCOGENE",2,0
"C95723","treatment","MDM2","ONCOGENE",3,0
"C95723","treatment","MTOR","ONCOGENE",3,0
"C95723","treatment","RAF1","ONCOGENE",3,0
"C95723","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,0
"C95723","treatment","TP53","TUMOUR SUPPRESSOR",3,0
"C95723","treatment","TSC1","TUMOUR SUPPRESSOR",3,0
"C95723","treatment","MAP2K4","TUMOUR SUPPRESSOR",3,0
"C95723","treatment","FOXO1","ONCOGENE",3,0
"C95723","treatment","TSC2","TUMOUR SUPPRESSOR",3,0
"C95723","treatment","CDKN1B","TUMOUR SUPPRESSOR",3,0
"C95723","treatment","RELA","ONCOGENE",3,0
"C95723","treatment","RAC1","ONCOGENE",2,1
"C95723","treatment","MAP3K1","TUMOUR SUPPRESSOR",3,1
"C95723","treatment","PAK2","ONCOGENE",3,1
"C95723","treatment","MTOR","ONCOGENE",2,1
"C95723","treatment","RHOA","ONCOGENE",3,1
"C95723","treatment","PRKCB","ONCOGENE",3,1
"C95723","treatment","CLIP1","TUMOUR SUPPRESSOR",3,1
"C95723","treatment","VAV1","ONCOGENE",2,0
"C95723","treatment","RAC1","ONCOGENE",3,0
"C95723","treatment","PIK3CB","ONCOGENE",1,-1
"C95723","treatment","PIK3R1","TUMOUR SUPPRESSOR",1,-1
"C95723","treatment","PIK3CA","ONCOGENE",1,-1
"C95726","treatment","PLCG1","ONCOGENE",2,1
"C95726","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C95726","treatment","PRKCB","ONCOGENE",3,0
"C95726","treatment","PIK3CB","ONCOGENE",2,1
"C95726","treatment","AKT1","ONCOGENE",3,0
"C95726","treatment","RAC1","ONCOGENE",3,0
"C95726","treatment","MTOR","ONCOGENE",3,1
"C95726","treatment","VAV1","ONCOGENE",3,0
"C95726","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,0
"C95726","treatment","PIK3CB","ONCOGENE",3,0
"C95726","treatment","PIK3CA","ONCOGENE",3,0
"C95726","treatment","SOS1","ONCOGENE",3,1
"C95726","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C95726","treatment","PDGFRA","ONCOGENE",3,0
"C95726","treatment","PDGFRB","ONCOGENE",3,0
"C95726","treatment","FGFR1","ONCOGENE",3,0
"C95726","treatment","KIT","ONCOGENE",3,0
"C95726","treatment","NTRK1","ONCOGENE",3,0
"C95726","treatment","ERBB2","ONCOGENE",3,0
"C95726","treatment","MET","ONCOGENE",3,0
"C95726","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C95726","treatment","FGFR4","ONCOGENE",3,0
"C95726","treatment","EGFR","ONCOGENE",3,0
"C95726","treatment","FGFR2","ONCOGENE",3,0
"C95726","treatment","FGFR3","ONCOGENE",3,0
"C95726","treatment","FLT3","ONCOGENE",3,0
"C95726","treatment","KDR","ONCOGENE",3,0
"C95726","treatment","ERBB3","ONCOGENE",3,0
"C95726","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,1
"C95726","treatment","PIK3CA","ONCOGENE",2,1
"C95726","treatment","FGFR2","ONCOGENE",1,-1
"C95726","treatment","PTPN11","ONCOGENE",3,-1
"C95726","treatment","KDR","ONCOGENE",1,-1
"C95726","treatment","KRAS","ONCOGENE",3,-1
"C95726","treatment","NRAS","ONCOGENE",3,-1
"C95726","treatment","HRAS","ONCOGENE",3,-1
"C95726","treatment","CTNNB1","ONCOGENE",3,1
"C95726","treatment","ARHGAP35","TUMOUR SUPPRESSOR",3,0
"C95726","treatment","ARHGAP5","TUMOUR SUPPRESSOR",3,0
"C95726","treatment","MAP3K1","TUMOUR SUPPRESSOR",3,-1
"C95726","treatment","PAK2","ONCOGENE",3,-1
"C95726","treatment","WAS","TUMOUR SUPPRESSOR",3,-1
"C95726","treatment","FGFR1","ONCOGENE",1,-1
"C95726","treatment","HRAS","ONCOGENE",2,0
"C95726","treatment","ARAF","ONCOGENE",3,0
"C95726","treatment","RAF1","ONCOGENE",3,0
"C95726","treatment","BRAF","ONCOGENE",3,0
"C95726","treatment","RALGDS","ONCOGENE",3,0
"C95726","treatment","KRAS","ONCOGENE",2,0
"C95726","treatment","NRAS","ONCOGENE",2,0
"C95726","treatment","KIT","ONCOGENE",1,-1
"C95726","treatment","CCND2","ONCOGENE",3,-1
"C95726","treatment","PIM1","TUMOUR SUPPRESSOR",3,-1
"C95726","treatment","CCND1","ONCOGENE",3,-1
"C95726","treatment","MYC","ONCOGENE",3,-1
"C95726","treatment","BCL2","ONCOGENE",3,-1
"C95726","treatment","CCND3","ONCOGENE",3,-1
"C95726","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,-1
"C95726","treatment","SOCS1","TUMOUR SUPPRESSOR",3,-1
"C95726","treatment","STAT6","ONCOGENE",3,0
"C95726","treatment","RET","ONCOGENE",1,-1
"C95726","treatment","PDGFRA","ONCOGENE",1,-1
"C95726","treatment","PDGFRB","ONCOGENE",1,-1
"C95729","treatment","MET","ONCOGENE",1,-1
"C95729","treatment","PTPN11","ONCOGENE",3,-1
"C95729","treatment","PIK3CA","ONCOGENE",3,1
"C95729","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C95729","treatment","PIK3CB","ONCOGENE",3,1
"C95729","treatment","AKT1","ONCOGENE",3,0
"C95729","treatment","RAC1","ONCOGENE",3,1
"C95729","treatment","MTOR","ONCOGENE",3,1
"C95729","treatment","VAV1","ONCOGENE",3,0
"C95729","treatment","PIK3CA","ONCOGENE",2,1
"C95729","treatment","HRAS","ONCOGENE",2,-1
"C95729","treatment","ARAF","ONCOGENE",3,-1
"C95729","treatment","RAF1","ONCOGENE",3,-1
"C95729","treatment","BRAF","ONCOGENE",3,-1
"C95729","treatment","RALGDS","ONCOGENE",3,-1
"C95729","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,1
"C95729","treatment","PIK3CB","ONCOGENE",2,1
"C95729","treatment","SOS1","ONCOGENE",3,-1
"C95729","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C95729","treatment","PDGFRA","ONCOGENE",3,0
"C95729","treatment","PDGFRB","ONCOGENE",3,0
"C95729","treatment","FGFR1","ONCOGENE",3,0
"C95729","treatment","KIT","ONCOGENE",3,0
"C95729","treatment","NTRK1","ONCOGENE",3,0
"C95729","treatment","ERBB2","ONCOGENE",3,0
"C95729","treatment","MET","ONCOGENE",3,0
"C95729","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C95729","treatment","FGFR4","ONCOGENE",3,0
"C95729","treatment","EGFR","ONCOGENE",3,0
"C95729","treatment","FGFR2","ONCOGENE",3,0
"C95729","treatment","FGFR3","ONCOGENE",3,0
"C95729","treatment","FLT3","ONCOGENE",3,0
"C95729","treatment","KDR","ONCOGENE",3,0
"C95729","treatment","ERBB3","ONCOGENE",3,0
"C95729","treatment","PLCG1","ONCOGENE",2,1
"C95729","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C95729","treatment","PRKCB","ONCOGENE",3,0
"C95729","treatment","KRAS","ONCOGENE",2,-1
"C95729","treatment","NRAS","ONCOGENE",2,-1
"C95729","treatment","RHOA","ONCOGENE",3,-1
"C95729","treatment","CTNNB1","ONCOGENE",2,1
"C95729","treatment","CTNNB1","ONCOGENE",3,1
"C95729","treatment","CCND2","ONCOGENE",3,-1
"C95729","treatment","CCND3","ONCOGENE",3,-1
"C95729","treatment","TCF7L2","ONCOGENE",3,1
"C95729","treatment","CCND1","ONCOGENE",3,-1
"C95729","treatment","CREBBP","TUMOUR SUPPRESSOR",3,-1
"C95729","treatment","EP300","TUMOUR SUPPRESSOR",3,-1
"C95729","treatment","CDH1","TUMOUR SUPPRESSOR",3,0
"C95729","treatment","FLT3","ONCOGENE",1,-1
"C95729","treatment","PIM1","TUMOUR SUPPRESSOR",3,-1
"C95729","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,-1
"C95729","treatment","MYC","ONCOGENE",3,0
"C95729","treatment","BCL2","ONCOGENE",3,-1
"C95729","treatment","SOCS1","TUMOUR SUPPRESSOR",3,-1
"C95729","treatment","STAT6","ONCOGENE",3,0
"C95729","treatment","CSF3R","ONCOGENE",3,0
"C95732","treatment","MET","ONCOGENE",1,-1
"C95732","treatment","PTPN11","ONCOGENE",3,-1
"C95732","treatment","PIK3CA","ONCOGENE",3,1
"C95732","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C95732","treatment","PIK3CB","ONCOGENE",3,1
"C95732","treatment","AKT1","ONCOGENE",3,0
"C95732","treatment","RAC1","ONCOGENE",3,1
"C95732","treatment","MTOR","ONCOGENE",3,1
"C95732","treatment","VAV1","ONCOGENE",3,0
"C95732","treatment","PIK3CA","ONCOGENE",2,-1
"C95732","treatment","HRAS","ONCOGENE",2,-1
"C95732","treatment","ARAF","ONCOGENE",3,-1
"C95732","treatment","RAF1","ONCOGENE",3,-1
"C95732","treatment","BRAF","ONCOGENE",3,-1
"C95732","treatment","RALGDS","ONCOGENE",3,-1
"C95732","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,-1
"C95732","treatment","PIK3CB","ONCOGENE",2,-1
"C95732","treatment","SOS1","ONCOGENE",3,-1
"C95732","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C95732","treatment","PDGFRA","ONCOGENE",3,0
"C95732","treatment","PDGFRB","ONCOGENE",3,0
"C95732","treatment","FGFR1","ONCOGENE",3,0
"C95732","treatment","KIT","ONCOGENE",3,0
"C95732","treatment","NTRK1","ONCOGENE",3,0
"C95732","treatment","ERBB2","ONCOGENE",3,0
"C95732","treatment","MET","ONCOGENE",3,0
"C95732","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C95732","treatment","FGFR4","ONCOGENE",3,0
"C95732","treatment","EGFR","ONCOGENE",3,0
"C95732","treatment","FGFR2","ONCOGENE",3,0
"C95732","treatment","FGFR3","ONCOGENE",3,0
"C95732","treatment","FLT3","ONCOGENE",3,0
"C95732","treatment","KDR","ONCOGENE",3,0
"C95732","treatment","ERBB3","ONCOGENE",3,0
"C95732","treatment","PLCG1","ONCOGENE",2,-1
"C95732","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C95732","treatment","PRKCB","ONCOGENE",3,0
"C95732","treatment","KRAS","ONCOGENE",2,-1
"C95732","treatment","NRAS","ONCOGENE",2,-1
"C95732","treatment","RHOA","ONCOGENE",3,-1
"C95732","treatment","CTNNB1","ONCOGENE",2,1
"C95732","treatment","CTNNB1","ONCOGENE",3,1
"C95732","treatment","CCND2","ONCOGENE",3,1
"C95732","treatment","CCND3","ONCOGENE",3,1
"C95732","treatment","TCF7L2","ONCOGENE",3,1
"C95732","treatment","CCND1","ONCOGENE",3,1
"C95732","treatment","CREBBP","TUMOUR SUPPRESSOR",3,-1
"C95732","treatment","EP300","TUMOUR SUPPRESSOR",3,-1
"C95732","treatment","CDH1","TUMOUR SUPPRESSOR",3,0
"C95734","treatment","PIK3CB","ONCOGENE",3,1
"C95734","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C95734","treatment","PIK3CA","ONCOGENE",3,1
"C95734","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,-1
"C95734","treatment","RAC1","ONCOGENE",3,1
"C95734","treatment","MTOR","ONCOGENE",3,1
"C95734","treatment","AKT1","ONCOGENE",3,0
"C95734","treatment","VAV1","ONCOGENE",3,0
"C95734","treatment","SOS1","ONCOGENE",3,-1
"C95734","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C95734","treatment","PDGFRA","ONCOGENE",3,0
"C95734","treatment","PDGFRB","ONCOGENE",3,0
"C95734","treatment","FGFR1","ONCOGENE",3,0
"C95734","treatment","KIT","ONCOGENE",3,0
"C95734","treatment","NTRK1","ONCOGENE",3,0
"C95734","treatment","ERBB2","ONCOGENE",3,0
"C95734","treatment","MET","ONCOGENE",3,0
"C95734","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C95734","treatment","FGFR4","ONCOGENE",3,0
"C95734","treatment","EGFR","ONCOGENE",3,0
"C95734","treatment","FGFR2","ONCOGENE",3,0
"C95734","treatment","FGFR3","ONCOGENE",3,0
"C95734","treatment","FLT3","ONCOGENE",3,0
"C95734","treatment","KDR","ONCOGENE",3,0
"C95734","treatment","ERBB3","ONCOGENE",3,0
"C95734","treatment","PRKCB","ONCOGENE",3,0
"C95734","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C95734","treatment","PIK3CA","ONCOGENE",2,-1
"C95734","treatment","PLCG1","ONCOGENE",2,-1
"C95734","treatment","PIK3CB","ONCOGENE",2,-1
"C95738","treatment","MAPK1","ONCOGENE",2,0
